InvoiceNo,SKU,Quantity,InvoiceDate,Country
555327,22089,2,14/06/2021,NA_Spain.
555397,23009,1,14/06/2021,NA_Spain.
555562,20719,1,17/06/2021,17841_Spain.
555722,84673B,1,18/06/2021,NA_Spain.
555923,22637,1,19/06/2021,NA_Spain.
555925,22663,1,19/06/2021,NA_Spain.
556009,21135,8,20/06/2021,18221_Spain.
556080,22081,1,20/06/2021,NA_Spain.
556092,84559a,1,20/06/2021,NA_Spain.
556120,20996,72,21/06/2021,16722_Spain.
556237,85131B,4,21/06/2021,NA_Spain.
556284,23175,4,22/06/2021,17115_Spain.
556290,23236C,6,22/06/2021,17088_Spain.
556428,22795,1,22/06/2021,NA_Spain.
556720,23175,24,26/06/2021,17428_Spain.
556809,84997A,5,26/06/2021,17179_Spain.
556809,22619,1,26/06/2021,17179_Spain.
556826,84997a,1,27/06/2021,NA_Spain.
556932,90114,1,27/06/2021,NA_Spain.
556939,46000M,80,27/06/2021,NA_Spain.
557112,23236C,1,28/06/2021,NA_Spain.
557221,21340,1,29/06/2021,16869_Spain.
557611,37340,48,03/07/2021,17695_Spain.
557644,90059D,1,03/07/2021,NA_Spain.
557886,22619,2,05/07/2021,17799_Spain.
557938,23236C,1,05/07/2021,NA_Spain.
557938,17038,1,05/07/2021,NA_Spain.
557938,20719,3,05/07/2021,NA_Spain.
557950,23175,1,05/07/2021,17848_Spain.
557956,20719,1,05/07/2021,18283_Spain.
558125,21380,12,09/07/2021,16422_Spain.
558370,22231,6,10/07/2021,17750_Spain.
558385,21259,8,11/07/2021,16525_Spain.
558539,21781,1,12/07/2021,16556_Spain.
558558,21380,1,12/07/2021,17841_Spain.
558641,23175,4,13/07/2021,17865_Spain.
558686,21672,12,13/07/2021,17706_Spain.
558696,21232,4,13/07/2021,16746_Spain.
558709,15030,3,13/07/2021,17338_Spain.
558709,15030,1,13/07/2021,17338_Spain.
558774,17084N,2,16/07/2021,NA_Spain.
558774,21781,2,16/07/2021,NA_Spain.
558777,22089,1,16/07/2021,NA_Spain.
558777,21577,1,16/07/2021,NA_Spain.
558904,84536B,7,16/07/2021,NA_Spain.
558904,20719,4,16/07/2021,NA_Spain.
559052,22663,7,17/07/2021,NA_Spain.
559055,37340,12,17/07/2021,NA_Spain.
559169,20996,24,18/07/2021,16722_Spain.
559325,84536B,64,19/07/2021,17560_Spain.
559337,10125,1,19/07/2021,NA_Spain.
559337,21672,2,19/07/2021,NA_Spain.
559337,21380,2,19/07/2021,NA_Spain.
559518,21259,1,20/07/2021,NA_Spain.
559521,21380,1,20/07/2021,NA_Spain.
559535,46000M,2,22/07/2021,17841_Spain.
559542,21272,3,22/07/2021,17126_Spain.
559557,23175,4,23/07/2021,17444_Spain.
559817,37340,6,24/07/2021,NA_Spain.
559923,23236C,1,25/07/2021,NA_Spain.
559923,84536B,2,25/07/2021,NA_Spain.
559923,37340,6,25/07/2021,NA_Spain.
560025,23077,13,26/07/2021,18283_Spain.
560090,90114,1,26/07/2021,NA_Spain.
560115,21672,2,27/07/2021,17841_Spain.
560225,84536B,1,27/07/2021,NA_Spain.
560244,20719,5,29/07/2021,16931_Spain.
560271,20719,1,29/07/2021,16474_Spain.
560271,20719,1,29/07/2021,16474_Spain.
560290,22141,1,30/07/2021,NA_Spain.
560356,84997A,8,30/07/2021,16875_Spain.
560433,84536B,13,30/07/2021,NA_Spain.
560434,84661B,1,30/07/2021,NA_Spain.
560434,84673B,4,30/07/2021,NA_Spain.
560567,20719,51,31/07/2021,NA_Spain.
560772,22231,5,01/08/2021,NA_Spain.
560772,21672,1,01/08/2021,NA_Spain.
560926,21577,1,03/08/2021,NA_Spain.
560999,20996,3,03/08/2021,NA_Spain.
561125,23077,20,06/08/2021,17364_Spain.
561217,21672,1,06/08/2021,NA_Spain.
561218,85131B,1,06/08/2021,NA_Spain.
561325,22081,1,07/08/2021,17596_Spain.
561642,23236C,2,09/08/2021,17965_Spain.
561897,21272,6,12/08/2021,17841_Spain.
562024,21232,1,13/08/2021,NA_Spain.
562024,20719,1,13/08/2021,NA_Spain.
562031,90160B,2,13/08/2021,16984_Spain.
562141,21380,12,15/08/2021,17389_Spain.
562217,22081,10,15/08/2021,17659_Spain.
562264,20719,2,15/08/2021,NA_Spain.
562417,20719,2,16/08/2021,NA_Spain.
562611,21672,12,20/08/2021,17716_Spain.
562680,23345,1,20/08/2021,17954_Spain.
562784,21380,2,21/08/2021,16791_Spain.
562809,22795,1,21/08/2021,16775_Spain.
562933,20719,3,22/08/2021,NA_Spain.
562936,23077,1,22/08/2021,NA_Spain.
562955,37340,66,23/08/2021,NA_Spain.
563060,37340,144,23/08/2021,17653_Spain.
563093,84997A,1,23/08/2021,NA_Spain.
563093,20719,1,23/08/2021,NA_Spain.
563193,20719,1,24/08/2021,NA_Spain.
563242,22637,12,27/08/2021,17173_Spain.
563439,21672,8,28/08/2021,NA_Spain.
563549,22663,2,29/08/2021,NA_Spain.
563555,22663,2,29/08/2021,16755_Spain.
563697,22663,3,30/08/2021,16813_Spain.
563771,23240,1,31/08/2021,17841_Spain.
564379,21098,72,06/09/2021,16779_Spain.
564433,23077,20,06/09/2021,16503_Spain.
564530,22677,4,06/09/2021,NA_Spain.
564727,23242,1,09/09/2021,16686_Spain.
564742,23345,1,09/09/2021,17346_Spain.
564756,21259,1,11/09/2021,NA_Spain.
564757,22089,1,11/09/2021,NA_Spain.
564758,23345,1,11/09/2021,NA_Spain.
564760,23240,1,11/09/2021,NA_Spain.
564817,23345,1,11/09/2021,NA_Spain.
564825,23240,6,11/09/2021,NA_Spain.
564840,17084N,2,11/09/2021,NA_Spain.
564840,90114,1,11/09/2021,NA_Spain.
564848,21672,6,11/09/2021,16928_Spain.
564850,23323,5,11/09/2021,17298_Spain.
565286,22089,1,14/09/2021,NA_Spain.
565326,20996,2,14/09/2021,16706_Spain.
565396,21364,2,14/09/2021,NA_Spain.
565409,23077,20,16/09/2021,16761_Spain.
565413,23240,6,16/09/2021,18223_Spain.
565579,22663,2,17/09/2021,18283_Spain.
565588,22663,3,17/09/2021,16918_Spain.
565764,46000M,2,18/09/2021,NA_Spain.
565841,46776B,1,19/09/2021,NA_Spain.
565847,22795,3,19/09/2021,NA_Spain.
565917,21263,1,19/09/2021,NA_Spain.
565919,23613,3,19/09/2021,NA_Spain.
565919,21232,1,19/09/2021,NA_Spain.
565927,22141,12,20/09/2021,NA_Spain.
566019,22633,6,20/09/2021,17243_Spain.
566179,23240,4,21/09/2021,NA_Spain.
566221,46776B,1,21/09/2021,NA_Spain.
566296,20996,8,23/09/2021,17841_Spain.
566405,22619,24,24/09/2021,17919_Spain.
566431,21098,12,24/09/2021,18180_Spain.
566439,82486,10,24/09/2021,17656_Spain.
566446,23376,2,24/09/2021,NA_Spain.
566603,21232,2,25/09/2021,NA_Spain.
566985,84997a,2,28/09/2021,NA_Spain.
566985,22619,1,28/09/2021,NA_Spain.
567024,20719,23,28/09/2021,NA_Spain.
567077,22141,2,28/09/2021,18122_Spain.
567189,22795,6,01/10/2021,17069_Spain.
567515,21340,8,02/10/2021,16839_Spain.
567542,21672,12,03/10/2021,16626_Spain.
567665,23345,2,03/10/2021,NA_Spain.
567673,23077,1,03/10/2021,NA_Spain.
567673,22693,2,03/10/2021,NA_Spain.
567901,21232,1,04/10/2021,NA_Spain.
568061,82486,1,05/10/2021,16910_Spain.
568134,20719,4,05/10/2021,NA_Spain.
568135,23435,3,05/10/2021,NA_Spain.
568165,23240,1,07/10/2021,17131_Spain.
568234,23376,24,08/10/2021,17705_Spain.
568402,20996,24,09/10/2021,16629_Spain.
568715,15030,3,10/10/2021,17783_Spain.
568716,90059D,1,10/10/2021,NA_Spain.
568719,17084N,8,10/10/2021,NA_Spain.
568719,46776B,3,10/10/2021,NA_Spain.
568991,21263,2,11/10/2021,18204_Spain.
568991,21263,2,11/10/2021,18204_Spain.
568991,22633,1,11/10/2021,18204_Spain.
569137,22677,1,12/10/2021,NA_Spain.
569234,21232,1,14/10/2021,17841_Spain.
569254,22633,2,15/10/2021,18116_Spain.
569261,22693,1,15/10/2021,17321_Spain.
569374,23376,3,15/10/2021,NA_Spain.
569461,22633,12,16/10/2021,16556_Spain.
569461,23242,6,16/10/2021,16556_Spain.
569545,46776B,1,16/10/2021,NA_Spain.
569700,90214M,1,17/10/2021,NA_Spain.
569910,23345,12,18/10/2021,17139_Spain.
570024,21135,16,19/10/2021,17975_Spain.
570049,84997A,6,19/10/2021,17228_Spain.
570180,22141,6,19/10/2021,17509_Spain.
570186,22141,6,19/10/2021,17509_Spain.
570187,21098,6,19/10/2021,NA_Spain.
570234,46000M,4,21/10/2021,17790_Spain.
570234,23323,5,21/10/2021,17790_Spain.
570258,22637,1,22/10/2021,NA_Spain.
570258,21577,1,22/10/2021,NA_Spain.
570591,22633,12,23/10/2021,17071_Spain.
570688,21232,2,23/10/2021,NA_Spain.
570720,23009,1,24/10/2021,17934_Spain.
570818,22663,2,24/10/2021,17841_Spain.
570826,21098,2,24/10/2021,16753_Spain.
570855,23077,20,24/10/2021,17314_Spain.
571294,22619,2,28/10/2021,16987_Spain.
571294,22795,1,28/10/2021,16987_Spain.
571442,23323,6,29/10/2021,17049_Spain.
571498,22794,1,29/10/2021,17841_Spain.
571500,23240,1,29/10/2021,NA_Spain.
571505,22637,20,29/10/2021,17244_Spain.
571508,46776B,1,29/10/2021,NA_Spain.
571558,17084N,50,30/10/2021,17730_Spain.
571652,23077,20,30/10/2021,NA_Spain.
571714,23424,1,30/10/2021,NA_Spain.
571846,22794,1,31/10/2021,17841_Spain.
571965,84997A,3,01/11/2021,17238_Spain.
572121,23345,7,01/11/2021,17092_Spain.
572282,21232,2,04/11/2021,17634_Spain.
572306,23242,1,04/11/2021,17841_Spain.
572307,22141,11,04/11/2021,16905_Spain.
572553,17084N,2,05/11/2021,NA_Spain.
572569,21263,6,06/11/2021,17870_Spain.
572669,23345,1,06/11/2021,16549_Spain.
573038,22633,3,08/11/2021,17545_Spain.
573584,82486,4,12/11/2021,16705_Spain.
573897,21263,4,13/11/2021,16729_Spain.
573897,22231,4,13/11/2021,16729_Spain.
573993,22619,4,14/11/2021,16790_Spain.
574038,21115,2,14/11/2021,18164_Spain.
574039,21380,12,14/11/2021,17800_Spain.
574323,85034B,2,15/11/2021,16438_Spain.
574354,22693,120,16/11/2021,17203_Spain.
574476,23077,20,16/11/2021,17203_Spain.
574555,22633,4,16/11/2021,16426_Spain.
574836,22141,6,19/11/2021,17623_Spain.
574959,23009,1,20/11/2021,17886_Spain.
575063,22663,1,20/11/2021,16764_Spain.
575087,20719,1,20/11/2021,16549_Spain.
575184,21340,8,21/11/2021,16839_Spain.
575298,22795,1,21/11/2021,17841_Spain.
575516,22633,12,22/11/2021,17340_Spain.
575516,46000M,24,22/11/2021,17340_Spain.
575602,23242,2,22/11/2021,17059_Spain.
575612,22633,12,22/11/2021,17416_Spain.
575753,20996,24,23/11/2021,17841_Spain.
575756,22633,1,23/11/2021,18118_Spain.
575852,22637,4,23/11/2021,17238_Spain.
575895,23345,1,23/11/2021,17052_Spain.
576249,21098,2,26/11/2021,17811_Spain.
576570,23376,5,27/11/2021,17220_Spain.
576587,22633,3,27/11/2021,18123_Spain.
576668,21340,16,28/11/2021,18246_Spain.
576676,85034B,24,28/11/2021,16855_Spain.
576686,22633,1,28/11/2021,16916_Spain.
576686,20719,2,28/11/2021,16916_Spain.
576688,22141,6,28/11/2021,16717_Spain.
576860,23077,20,28/11/2021,17602_Spain.
576879,22633,8,28/11/2021,18006_Spain.
577056,23323,6,29/11/2021,17985_Spain.
577302,85135A,1,30/11/2021,17904_Spain.
577312,82486,2,30/11/2021,17049_Spain.
577318,23242,6,30/11/2021,17675_Spain.
577549,20719,5,02/12/2021,17841_Spain.
577773,21098,2,03/12/2021,16712_Spain.
577773,22260,3,03/12/2021,16712_Spain.
577782,20719,2,03/12/2021,16549_Spain.
577791,22619,4,03/12/2021,17100_Spain.
578020,82486,2,04/12/2021,16979_Spain.
578036,21098,6,04/12/2021,16474_Spain.
578074,23323,1,04/12/2021,17590_Spain.
578225,22633,12,05/12/2021,17700_Spain.
578373,22089,6,06/12/2021,17451_Spain.
578810,23323,6,07/12/2021,16814_Spain.
578922,21263,2,09/12/2021,17236_Spain.
578925,22141,12,09/12/2021,17365_Spain.
578933,21259,4,09/12/2021,16923_Spain.
578950,22633,1,09/12/2021,17885_Spain.
579470,22141,2,11/12/2021,16549_Spain.
579470,22633,3,11/12/2021,16549_Spain.
580052,22619,24,13/12/2021,16513_Spain.
580054,22794,1,13/12/2021,18122_Spain.
580088,82486,12,13/12/2021,17115_Spain.
580188,21098,6,14/12/2021,16440_Spain.
580276,22633,9,14/12/2021,16426_Spain.
580304,23424,4,14/12/2021,18055_Spain.
580659,22619,1,17/12/2021,17811_Spain.
580672,20719,3,17/12/2021,17920_Spain.
580735,23240,6,18/12/2021,17728_Spain.
580865,85135C,1,18/12/2021,17914_Spain.
580883,15030,2,18/12/2021,16979_Spain.
581020,23240,48,19/12/2021,17511_Spain.
581096,23240,6,19/12/2021,17412_Spain.
581146,23077,40,19/12/2021,17602_Spain.
581173,22641,3,19/12/2021,17870_Spain.
581191,22795,3,19/12/2021,17449_Spain.
581481,21115,8,21/12/2021,17490_Spain.
536464,10125,2,13/01/2022,17968_Spain.
536544,21488,1,13/01/2022,NA_Spain.
536557,21098,2,13/01/2022,17841_Spain.
536592,17084N,2,13/01/2022,NA_Spain.
536688,22633,6,14/01/2022,17850_Spain.
536797,22633,12,14/01/2022,16770_Spain.
536801,21098,12,14/01/2022,NA_Spain.
536874,22089,1,15/01/2022,16891_Spain.
536876,22141,1,15/01/2022,NA_Spain.
536876,21272,1,15/01/2022,NA_Spain.
536876,46776B,1,15/01/2022,NA_Spain.
537046,21259,8,17/01/2022,18109_Spain.
537237,22141,3,18/01/2022,NA_Spain.
537237,22633,2,18/01/2022,NA_Spain.
537237,21577,1,18/01/2022,NA_Spain.
537239,22795,2,18/01/2022,18219_Spain.
537334,85135C,1,18/01/2022,16719_Spain.
537374,22633,2,18/01/2022,17259_Spain.
537382,21644,2,18/01/2022,16710_Spain.
537434,21486,4,18/01/2022,NA_Spain.
537434,21272,1,18/01/2022,NA_Spain.
537446,22795,4,19/01/2022,18055_Spain.
537609,22633,12,19/01/2022,17675_Spain.
537629,21098,24,19/01/2022,17419_Spain.
537638,90187B,1,19/01/2022,NA_Spain.
537638,21232,6,19/01/2022,NA_Spain.
537640,21232,1,19/01/2022,NA_Spain.
537641,21488,6,19/01/2022,NA_Spain.
537666,21577,2,19/01/2022,NA_Spain.
537764,22141,1,20/01/2022,16893_Spain.
537823,84536B,3,20/01/2022,NA_Spain.
537823,21272,1,20/01/2022,NA_Spain.
537850,20719,10,20/01/2022,16722_Spain.
538071,84559A,1,21/01/2022,NA_Spain.
538071,21098,21,21/01/2022,NA_Spain.
538148,84536b,5,21/01/2022,NA_Spain.
538149,37340,1,21/01/2022,NA_Spain.
538153,21259,1,21/01/2022,NA_Spain.
538177,22795,1,22/01/2022,NA_Spain.
538177,20719,4,22/01/2022,NA_Spain.
538349,21098,23,22/01/2022,NA_Spain.
538349,22637,1,22/01/2022,NA_Spain.
538349,22081,2,22/01/2022,NA_Spain.
538349,21672,2,22/01/2022,NA_Spain.
538349,20719,3,22/01/2022,NA_Spain.
538349,46776B,1,22/01/2022,NA_Spain.
538379,21098,1,24/01/2022,17126_Spain.
538421,21577,4,24/01/2022,17917_Spain.
538524,21098,5,25/01/2022,NA_Spain.
538566,22141,4,25/01/2022,NA_Spain.
538629,22619,1,25/01/2022,17799_Spain.
538951,20719,1,27/01/2022,16782_Spain.
539076,21259,4,28/01/2022,16525_Spain.
539245,22795,1,28/01/2022,NA_Spain.
539263,21232,12,28/01/2022,16560_Spain.
539269,85034B,4,28/01/2022,17580_Spain.
539434,21098,7,29/01/2022,NA_Spain.
539436,21098,20,29/01/2022,NA_Spain.
539437,22141,1,29/01/2022,NA_Spain.
539437,21263,1,29/01/2022,NA_Spain.
539437,90114,1,29/01/2022,NA_Spain.
539451,21098,3,29/01/2022,NA_Spain.
539451,22260,1,29/01/2022,NA_Spain.
539451,20932,2,29/01/2022,NA_Spain.
539453,22932,3,29/01/2022,NA_Spain.
539456,85135C,2,29/01/2022,16885_Spain.
539456,90114,1,29/01/2022,16885_Spain.
539478,21098,1,31/01/2022,17343_Spain.
539492,84673B,1,01/01/2021,NA_Sweden
539492,21272,1,01/01/2021,NA_Sweden
539580,21232,12,01/01/2021,15312_Sweden
539580,21380,6,01/01/2021,15312_Sweden
539642,21672,2,01/01/2021,15867_Sweden
539836,84536B,2,03/01/2021,17894_Sweden
539958,90214M,1,04/01/2021,NA_Sweden
539988,21380,2,04/01/2021,18116_Sweden
540026,84849B,1,16/01/2021,NA_Sweden
540026,20719,1,16/01/2021,NA_Sweden
540154,10125,1,17/01/2021,NA_Sweden
540154,90114,1,17/01/2021,NA_Sweden
540157,21672,1,17/01/2021,15311_Sweden
540162,21340,1,17/01/2021,13089_Sweden
540187,21259,2,17/01/2021,15358_Sweden
540255,20719,1,17/01/2021,NA_Sweden
540260,84849B,12,18/01/2021,13097_Sweden
540265,22858,6,18/01/2021,15271_Sweden
540278,22932,1,18/01/2021,15719_Sweden
540468,84673B,2,19/01/2021,NA_Sweden
540532,22795,2,21/01/2021,14702_Sweden
540545,22795,2,21/01/2021,13451_Sweden
540551,85131B,2,22/01/2021,NA_Sweden
540551,10125,2,22/01/2021,NA_Sweden
540646,22641,1,22/01/2021,NA_Sweden
540648,20719,20,22/01/2021,15061_Sweden
540848,22641,1,24/01/2021,NA_Sweden
540848,90114,1,24/01/2021,NA_Sweden
540957,20719,4,24/01/2021,15311_Sweden
540977,85131B,1,24/01/2021,NA_Sweden
540977,20719,1,24/01/2021,NA_Sweden
541091,21672,6,25/01/2021,16814_Sweden
541104,21272,1,25/01/2021,NA_Sweden
541132,84559a,1,26/01/2021,NA_Sweden
541215,22795,4,26/01/2021,14329_Sweden
541285,21232,12,29/01/2021,13001_Sweden
541289,20996,6,29/01/2021,14606_Sweden
541302,22260,12,29/01/2021,13769_Sweden
541424,10125,2,29/01/2021,NA_Sweden
541485,84673B,1,30/01/2021,18118_Sweden
541497,85131B,1,30/01/2021,NA_Sweden
541497,21380,1,30/01/2021,NA_Sweden
541567,20719,10,31/01/2021,12681_Sweden
541596,21259,2,31/01/2021,17602_Sweden
541696,85034B,1,01/02/2021,NA_Sweden
541696,90018A,1,01/02/2021,NA_Sweden
541709,21259,2,02/02/2021,17504_Sweden
541809,22637,1,02/02/2021,NA_Sweden
541839,22619,3,04/02/2021,17769_Sweden
541871,21232,2,05/02/2021,NA_Sweden
541871,22794,1,05/02/2021,NA_Sweden
541878,21232,2,05/02/2021,NA_Sweden
542107,21115,1,06/02/2021,16222_Sweden
542107,21672,6,06/02/2021,16222_Sweden
542112,22637,4,06/02/2021,13168_Sweden
542121,22677,6,06/02/2021,17515_Sweden
542192,22637,4,07/02/2021,14049_Sweden
542215,21672,12,07/02/2021,12472_Sweden
542252,21232,1,07/02/2021,NA_Sweden
542406,22677,1,08/02/2021,17757_Sweden
542536,21672,2,09/02/2021,NA_Sweden
542541,84661B,1,09/02/2021,NA_Sweden
542621,84536B,16,12/02/2021,12528_Sweden
542664,21232,1,12/02/2021,NA_Sweden
542727,22677,2,12/02/2021,17604_Sweden
542791,21232,1,13/02/2021,15039_Sweden
542906,21781,1,13/02/2021,NA_Sweden
542914,22663,3,13/02/2021,16161_Sweden
542930,21115,16,14/02/2021,14233_Sweden
543028,21232,12,14/02/2021,14443_Sweden
543040,84849B,1,14/02/2021,17337_Sweden
543097,21232,1,15/02/2021,NA_Sweden
543107,22795,2,15/02/2021,13800_Sweden
543121,20719,10,15/02/2021,12662_Sweden
543162,22795,1,15/02/2021,17507_Sweden
543309,21232,4,19/02/2021,18118_Sweden
543389,21672,2,20/02/2021,17841_Sweden
543467,20719,3,20/02/2021,NA_Sweden
543594,22231,12,22/02/2021,18093_Sweden
543660,20719,4,23/02/2021,NA_Sweden
543713,20719,28,23/02/2021,NA_Sweden
543737,22260,12,23/02/2021,12477_Sweden
543803,22231,3,25/02/2021,17126_Sweden
543826,21577,1,26/02/2021,NA_Sweden
543832,21135,16,26/02/2021,13381_Sweden
543900,20719,20,26/02/2021,12621_Sweden
543975,90018A,2,26/02/2021,17231_Sweden
543978,22231,6,26/02/2021,12867_Sweden
544094,20719,10,28/02/2021,15810_Sweden
544177,21272,12,28/02/2021,13001_Sweden
544186,21672,3,28/02/2021,NA_Sweden
544214,21672,1,01/03/2021,NA_Sweden
544294,21232,12,01/03/2021,15601_Sweden
544392,20719,20,02/03/2021,14680_Sweden
544434,17084N,2,02/03/2021,NA_Sweden
544485,22932,2,05/03/2021,17757_Sweden
544565,22231,12,05/03/2021,18055_Sweden
544664,22260,12,06/03/2021,16045_Sweden
544670,22858,3,06/03/2021,16161_Sweden
544676,21672,12,06/03/2021,17841_Sweden
544677,21664,1,06/03/2021,18196_Sweden
544678,17084N,50,06/03/2021,13077_Sweden
544681,20719,2,06/03/2021,NA_Sweden
544769,21380,6,07/03/2021,16422_Sweden
544776,22089,2,07/03/2021,NA_Sweden
544776,22637,3,07/03/2021,NA_Sweden
544790,22081,5,07/03/2021,16940_Sweden
544893,22637,4,08/03/2021,17865_Sweden
544937,21232,12,09/03/2021,12839_Sweden
544940,21232,12,09/03/2021,16592_Sweden
545001,21577,6,09/03/2021,16841_Sweden
545019,22677,10,09/03/2021,15093_Sweden
545027,20719,16,09/03/2021,NA_Sweden
545028,20932,4,09/03/2021,13973_Sweden
545078,21232,1,12/03/2021,NA_Sweden
545176,22619,1,12/03/2021,NA_Sweden
545191,22858,6,12/03/2021,12811_Sweden
545213,21259,2,12/03/2021,16518_Sweden
545215,90018A,1,12/03/2021,NA_Sweden
545216,85131B,3,12/03/2021,NA_Sweden
545216,84849B,1,12/03/2021,NA_Sweden
545230,21488,1,13/03/2021,NA_Sweden
545333,22089,5,13/03/2021,NA_Sweden
545412,20719,20,14/03/2021,15061_Sweden
545469,35810B,6,15/03/2021,17646_Sweden
545530,22663,10,15/03/2021,17416_Sweden
545590,22231,12,16/03/2021,15220_Sweden
545590,22619,4,16/03/2021,15220_Sweden
545653,22663,4,16/03/2021,15311_Sweden
545721,22663,5,19/03/2021,15039_Sweden
545901,21781,1,19/03/2021,15834_Sweden
546007,22858,1,20/03/2021,NA_Sweden
546008,21232,1,20/03/2021,NA_Sweden
546117,21135,8,21/03/2021,16771_Sweden
546121,46000M,2,21/03/2021,14085_Sweden
546133,23126,4,21/03/2021,14291_Sweden
546136,17084N,1,21/03/2021,NA_Sweden
546172,22089,6,22/03/2021,14156_Sweden
546236,22231,12,22/03/2021,12370_Sweden
546242,21232,28,22/03/2021,16743_Sweden
546254,23009,3,22/03/2021,14727_Sweden
546261,20996,2,22/03/2021,17841_Sweden
546306,22637,1,22/03/2021,NA_Sweden
546384,84997A,4,23/03/2021,15311_Sweden
546388,21232,15,23/03/2021,NA_Sweden
546391,22693,48,23/03/2021,17800_Sweden
546520,22693,24,26/03/2021,14911_Sweden
546528,21380,1,26/03/2021,15311_Sweden
546651,84559a,1,27/03/2021,NA_Sweden
546653,84559a,1,27/03/2021,NA_Sweden
546687,22619,4,28/03/2021,16040_Sweden
546769,22231,12,28/03/2021,17504_Sweden
546778,22089,1,28/03/2021,14572_Sweden
546784,21232,24,29/03/2021,18189_Sweden
546851,21577,6,29/03/2021,12480_Sweden
546875,22858,6,29/03/2021,12514_Sweden
546884,17084N,11,29/03/2021,NA_Sweden
546890,21232,12,29/03/2021,13394_Sweden
546896,20719,1,29/03/2021,NA_Sweden
546912,20719,4,29/03/2021,15861_Sweden
546920,21232,24,30/03/2021,12471_Sweden
546974,22619,1,30/03/2021,NA_Sweden
546979,22089,40,30/03/2021,16256_Sweden
547194,21232,4,02/04/2021,12637_Sweden
547248,22858,1,03/04/2021,NA_Sweden
547249,84661B,1,03/04/2021,NA_Sweden
547253,22858,5,03/04/2021,13869_Sweden
547374,22693,24,03/04/2021,16110_Sweden
547386,22858,1,03/04/2021,NA_Sweden
547517,20719,10,04/04/2021,12395_Sweden
547551,21272,1,04/04/2021,NA_Sweden
547562,21259,6,05/04/2021,16525_Sweden
547652,21232,1,05/04/2021,14606_Sweden
547664,37340,12,05/04/2021,13069_Sweden
547684,22663,10,05/04/2021,12408_Sweden
547729,21577,3,06/04/2021,15529_Sweden
547772,22858,2,06/04/2021,17979_Sweden
547794,22693,24,06/04/2021,14085_Sweden
547796,20719,100,06/04/2021,14646_Sweden
547799,20719,30,06/04/2021,17139_Sweden
547829,21340,2,06/04/2021,16081_Sweden
547862,22932,3,08/04/2021,12841_Sweden
547865,23009,1,08/04/2021,NA_Sweden
547877,21781,3,08/04/2021,14573_Sweden
547903,22663,10,09/04/2021,15039_Sweden
547964,85131B,2,09/04/2021,NA_Sweden
547967,20719,2,09/04/2021,NA_Sweden
547987,20719,10,10/04/2021,17428_Sweden
548003,22081,10,10/04/2021,18044_Sweden
548189,22619,4,10/04/2021,16607_Sweden
548199,21628,1,10/04/2021,16945_Sweden
548210,21340,14,10/04/2021,14606_Sweden
548289,21232,12,11/04/2021,13988_Sweden
548358,22637,4,11/04/2021,15832_Sweden
548502,20719,53,12/04/2021,NA_Sweden
548505,21272,1,12/04/2021,NA_Sweden
548561,84997A,4,13/04/2021,16609_Sweden
548614,85197,2,13/04/2021,14419_Sweden
548621,85197,1,13/04/2021,16960_Sweden
548633,22693,864,13/04/2021,16333_Sweden
548697,46000M,20,15/04/2021,15482_Sweden
548740,21577,6,16/04/2021,13319_Sweden
548745,22693,24,16/04/2021,12471_Sweden
548861,22089,6,16/04/2021,18185_Sweden
548863,21380,3,16/04/2021,15311_Sweden
548919,21340,1,17/04/2021,13013_Sweden
548952,22858,4,17/04/2021,15572_Sweden
548969,20719,100,17/04/2021,14646_Sweden
548975,23077,40,17/04/2021,17596_Sweden
548987,22794,1,17/04/2021,14535_Sweden
548992,21628,1,17/04/2021,13089_Sweden
549053,22619,4,18/04/2021,13863_Sweden
549117,84536B,16,18/04/2021,13491_Sweden
549120,84997A,2,18/04/2021,14587_Sweden
549154,21115,2,18/04/2021,17690_Sweden
549155,17084N,2,18/04/2021,NA_Sweden
549235,22619,4,19/04/2021,15530_Sweden
549316,21577,6,20/04/2021,12705_Sweden
549318,21340,2,20/04/2021,13911_Sweden
549425,23077,1,20/04/2021,14030_Sweden
549520,21672,12,20/04/2021,13265_Sweden
549537,22260,1,20/04/2021,NA_Sweden
549577,22089,6,23/04/2021,14286_Sweden
549668,23009,2,23/04/2021,NA_Sweden
549713,22663,2,23/04/2021,17611_Sweden
549734,84997A,2,23/04/2021,16409_Sweden
549750,21259,1,24/04/2021,18109_Sweden
549943,37340,6,25/04/2021,13544_Sweden
550206,22089,4,27/04/2021,NA_Sweden
550207,21232,2,27/04/2021,NA_Sweden
550208,22089,1,27/04/2021,NA_Sweden
550209,22089,2,27/04/2021,NA_Sweden
550278,22081,1,27/04/2021,NA_Sweden
550279,21672,12,27/04/2021,14700_Sweden
550282,20719,10,27/04/2021,16686_Sweden
550316,23077,20,29/04/2021,16193_Sweden
550324,21232,12,29/04/2021,12997_Sweden
550328,21232,1,29/04/2021,17582_Sweden
550389,23077,20,30/04/2021,17284_Sweden
550470,22693,2,30/04/2021,NA_Sweden
550470,21259,1,30/04/2021,NA_Sweden
550474,22858,2,30/04/2021,NA_Sweden
550474,20719,4,30/04/2021,NA_Sweden
550493,85197,2,30/04/2021,15311_Sweden
550499,22677,1,30/04/2021,NA_Sweden
550500,22858,2,30/04/2021,NA_Sweden
550500,35810B,1,30/04/2021,NA_Sweden
